4	0	0	1	1	-1	-1	-205.5	-205.5	100	100	9.75224e-005	0.000109254	-1	-1	-1	-1	100	100	-1	-1	4	-167	0.000960926	-1	100	-1	-1	100	-1	4	-167	0	4	-167	0.000864503	0.00011842	6.74591e-005	
4	0	0	1	1	-1	-1	-268.5	-268.5	100	100	6.70925e-005	7.80913e-005	-1	-1	-1	-1	100	100	-1	-1	4	-260	0.000743883	-1	100	-1	-1	100	-1	4	-260	0	4	-260	0.000629863	7.95578e-005	4.76613e-005	
4	0	0	4	4	-1	-1	-262	-262	100	100	6.81924e-005	7.91911e-005	-1	-1	-1	-1	100	100	-1	-1	4	-262	0.000673491	-1	100	-1	-1	100	-1	4	-262	0	4	-262	0.000627296	0.000106688	4.54616e-005	
4	0	0	0	0	-1	-1	-292	-292	100	100	9.31229e-005	0.000104488	-1	-1	-1	-1	100	100	-1	-1	4	-238	0.000837006	-1	100	-1	-1	100	-1	4	-238	0	4	-238	0.000751949	0.000105222	5.02277e-005	
4	0	0	4	4	-1	-1	-302	-302	100	100	5.976e-005	7.03921e-005	-1	-1	-1	-1	100	100	-1	-1	4	-302	0.000640862	-1	100	-1	-1	100	-1	4	-302	0	4	-302	0.000615931	8.0291e-005	4.54616e-005	
4	0	0	0	0	-1	-1	-192	-192	100	100	6.5626e-005	7.58915e-005	-1	-1	-1	-1	100	100	-1	-1	0	-144.5	0.000760748	-1	100	-1	-1	100	-1	0	-144.5	0	0	-144.5	0.000650027	6.63592e-005	5.6827e-005	
4	0	0	0	0	-1	-1	-420.5	-420.5	100	100	7.07587e-005	8.10243e-005	-1	-1	-1	-1	100	100	-1	-1	1	-215	0.00101555	-1	100	-1	-1	100	-1	1	-215	0	1	-215	0.000995755	0.000103755	8.06576e-005	
4	0	0	0	0	-1	-1	-256.5	-256.5	100	100	7.95578e-005	9.05565e-005	-1	-1	-1	-1	100	100	-1	-1	4	-143	0.000991722	-1	100	-1	-1	100	-1	4	-143	0	4	-143	0.000962026	9.42228e-005	6.78257e-005	
4	0	0	0	0	-1	-1	-248.5	-248.5	100	100	7.55249e-005	8.68903e-005	-1	-1	-1	-1	100	100	-1	-1	4	-196	0.000742784	-1	100	-1	-1	100	-1	4	-196	0	4	-196	0.000572669	5.79268e-005	4.83946e-005	
4	0	0	4	4	-1	-1	-365	-365	100	100	7.33251e-005	8.46905e-005	-1	-1	-1	-1	100	100	-1	-1	4	-365	0.000709421	-1	100	-1	-1	100	-1	4	-365	0	4	-365	0.000926463	0.000101189	4.76613e-005	
