4	0	0	4	4	-1	-1	-199	-199	100	100	3.33629e-005	4.14287e-005	-1	-1	-1	-1	100	100	-1	-1	4	-199	0.000486879	-1	100	-1	-1	100	-1	4	-199	0	4	-199	-0.999722	
4	0	0	4	4	-1	-1	-162	-162	100	100	3.29963e-005	4.06954e-005	-1	-1	-1	-1	100	100	-1	-1	4	-162	0.000399622	-1	100	-1	-1	100	-1	4	-162	0	4	-162	-0.999741	
4	0	0	4	4	-1	-1	-40	-40	100	100	4.21619e-005	5.0961e-005	-1	-1	-1	-1	100	100	-1	-1	4	-40	0.000404021	-1	100	-1	-1	100	-1	4	-40	0	4	-40	-0.999692	
4	0	0	4	4	-1	-1	-147	-147	100	100	3.44628e-005	4.32618e-005	-1	-1	-1	-1	100	100	-1	-1	4	-147	0.000419053	-1	100	-1	-1	100	-1	4	-147	0	4	-147	-0.99966	
4	0	0	4	4	-1	-1	-62	-62	100	100	3.37296e-005	4.10621e-005	-1	-1	-1	-1	100	100	-1	-1	4	-62	0.000438484	-1	100	-1	-1	100	-1	4	-62	0	4	-62	-0.999733	
4	0	0	4	4	-1	-1	-145	-145	100	100	3.18964e-005	3.95956e-005	-1	-1	-1	-1	100	100	-1	-1	4	-145	0.000509976	-1	100	-1	-1	100	-1	4	-145	0	4	-145	-0.999751	
4	0	0	4	4	-1	-1	-134	-134	100	100	3.44628e-005	4.17953e-005	-1	-1	-1	-1	100	100	-1	-1	4	-134	0.000409887	-1	100	-1	-1	100	-1	4	-134	0	4	-134	-0.999767	
4	0	0	4	4	-1	-1	-118	-118	100	100	3.15298e-005	3.88623e-005	-1	-1	-1	-1	100	100	-1	-1	4	-118	0.00041832	-1	100	-1	-1	100	-1	4	-118	0	4	-118	-0.999713	
4	0	0	4	4	-1	-1	-207	-207	100	100	3.44628e-005	4.28952e-005	-1	-1	-1	-1	100	100	-1	-1	4	-207	0.000399255	-1	100	-1	-1	100	-1	4	-207	0	4	-207	-0.999748	
4	0	0	4	4	-1	-1	0	0	100	100	3.33629e-005	4.10621e-005	-1	-1	-1	-1	100	100	-1	-1	4	0	0.000397789	-1	100	-1	-1	100	-1	4	0	0	4	0	-0.999724	
4	0	0	4	4	-1	-1	-237	-237	100	100	4.28952e-005	5.27941e-005	-1	-1	-1	-1	100	100	-1	-1	4	-237	0.000397422	-1	100	-1	-1	100	-1	4	-237	0	4	-237	-0.999758	
4	0	0	4	4	-1	-1	-281	-281	100	100	3.29963e-005	4.06954e-005	-1	-1	-1	-1	100	100	-1	-1	4	-281	0.000400722	-1	100	-1	-1	100	-1	4	-281	0	4	-281	-0.999738	
4	0	0	4	4	-1	-1	-163	-163	100	100	3.22631e-005	3.99622e-005	-1	-1	-1	-1	100	100	-1	-1	4	-163	0.000416853	-1	100	-1	-1	100	-1	4	-163	0	4	-163	-0.999725	
4	0	0	4	4	-1	-1	-31	-31	100	100	3.33629e-005	4.10621e-005	-1	-1	-1	-1	100	100	-1	-1	4	-31	0.000406221	-1	100	-1	-1	100	-1	4	-31	0	4	-31	-0.999746	
4	0	0	4	4	-1	-1	-139	-139	100	100	4.32618e-005	5.20608e-005	-1	-1	-1	-1	100	100	-1	-1	4	-139	0.000469647	-1	100	-1	-1	100	-1	4	-139	0	4	-139	-0.999653	
4	0	0	4	4	-1	-1	-63	-63	100	100	3.95956e-005	4.87612e-005	-1	-1	-1	-1	100	100	-1	-1	4	-63	0.000555438	-1	100	-1	-1	100	-1	4	-63	0	4	-63	-0.999742	
4	0	0	4	4	-1	-1	-160	-160	100	100	3.37296e-005	4.17953e-005	-1	-1	-1	-1	100	100	-1	-1	4	-160	0.000426019	-1	100	-1	-1	100	-1	4	-160	0	4	-160	-0.999764	
4	0	0	4	4	-1	-1	-57	-57	100	100	3.62959e-005	4.36284e-005	-1	-1	-1	-1	100	100	-1	-1	4	-57	0.000453516	-1	100	-1	-1	100	-1	4	-57	0	4	-57	-0.999766	
4	0	0	4	4	-1	-1	-289	-289	100	100	3.15298e-005	3.92289e-005	-1	-1	-1	-1	100	100	-1	-1	4	-289	0.000399622	-1	100	-1	-1	100	-1	4	-289	0	4	-289	-0.999764	
4	0	0	4	4	-1	-1	-118	-118	100	100	3.48294e-005	4.21619e-005	-1	-1	-1	-1	100	100	-1	-1	4	-118	0.000408054	-1	100	-1	-1	100	-1	4	-118	0	4	-118	-0.999725	
4	0	0	4	4	-1	-1	0	0	100	100	3.77624e-005	4.5095e-005	-1	-1	-1	-1	100	100	-1	-1	4	0	0.000402188	-1	100	-1	-1	100	-1	4	0	0	4	0	-0.99974	
